territory,ec_number,participants_number,given_bulletins_number,returned_bulletins_number,invalid_bulletins_number,turnout,yes_votes_total,yes_votes_percentage,no_votes_total,no_votes_percentage
"Томск, Ленинская",196,2102,702,702,3,33.00,470,66.95,229,32.62
"Томск, Ленинская",197,1796,520,520,4,29.00,318,61.15,198,38.08
"Томск, Ленинская",198,1548,515,514,5,33.00,349,67.9,160,31.13
"Томск, Ленинская",199,1622,568,568,4,35.00,390,68.66,174,30.63
"Томск, Ленинская",200,2009,731,731,8,36.00,480,65.66,243,33.24
"Томск, Ленинская",201,1715,745,745,2,43.00,375,50.34,368,49.4
"Томск, Ленинская",202,1799,696,696,8,39.00,386,55.46,302,43.39
"Томск, Ленинская",203,1507,475,475,4,32.00,294,61.89,177,37.26
"Томск, Ленинская",204,2098,909,909,9,43.00,513,56.44,387,42.57
"Томск, Ленинская",205,2171,839,839,16,39.00,599,71.39,224,26.7
"Томск, Ленинская",206,2305,764,764,12,33.00,498,65.18,254,33.25
"Томск, Ленинская",207,1586,501,501,3,32.00,297,59.28,201,40.12
"Томск, Ленинская",208,2596,701,701,14,27.00,437,62.34,250,35.66
"Томск, Ленинская",209,2961,1486,1486,20,50.00,879,59.15,587,39.5
"Томск, Ленинская",210,1475,569,566,6,39.00,312,55.12,248,43.82
"Томск, Ленинская",570,1722,700,700,5,41.00,366,52.29,329,47
"Томск, Советская",1,2309,1195,1194,8,52.00,657,55.03,529,44.3
"Томск, Советская",2,2373,1088,1088,6,46.00,578,53.13,504,46.32
"Томск, Советская",3,1557,736,735,8,47.00,482,65.58,245,33.33
"Томск, Советская",4,2017,922,922,7,46.00,603,65.4,312,33.84
"Томск, Советская",5,1784,734,734,10,41.00,481,65.53,243,33.11
"Томск, Советская",6,1345,434,434,4,32.00,266,61.29,164,37.79
"Томск, Советская",7,1962,797,797,17,41.00,528,66.25,252,31.62
"Томск, Советская",8,1929,616,616,9,32.00,394,63.96,213,34.58
"Томск, Советская",9,1908,739,739,7,39.00,438,59.27,294,39.78
"Томск, Советская",10,2001,779,779,12,39.00,481,61.75,286,36.71
"Томск, Советская",11,1859,744,744,4,40.00,486,65.32,254,34.14
"Томск, Советская",12,2134,875,874,9,41.00,505,57.78,360,41.19
"Томск, Советская",13,1996,740,740,9,37.00,476,64.32,255,34.46
"Томск, Советская",14,2650,1025,1025,5,39.00,595,58.05,425,41.46
"Томск, Советская",15,2074,957,956,16,46.00,606,63.39,334,34.94
"Томск, Советская",16,1373,507,507,4,37.00,293,57.79,210,41.42
"Томск, Советская",17,2388,972,970,8,41.00,515,53.09,447,46.08
"Томск, Советская",18,2603,1037,1036,8,40.00,639,61.68,389,37.55
"Томск, Советская",19,1510,629,629,1,42.00,324,51.51,304,48.33
"Томск, Советская",20,1506,642,641,6,43.00,385,60.06,250,39
"Томск, Советская",21,1907,850,850,12,45.00,506,59.53,332,39.06
"Томск, Советская",22,2083,871,871,9,42.00,588,67.51,274,31.46
"Томск, Советская",23,329,240,240,1,73.00,126,52.5,113,47.08
"Томск, Советская",24,1925,688,688,4,36.00,439,63.81,245,35.61
"Томск, Советская",25,1016,472,472,4,46.00,277,58.69,191,40.47
"Томск, Советская",26,1344,562,562,4,42.00,345,61.39,213,37.9
"Томск, Советская",27,2575,1104,1104,15,43.00,673,60.96,416,37.68
"Томск, Советская",28,1630,861,861,5,53.00,527,61.21,329,38.21
"Томск, Советская",29,2147,1022,1022,5,48.00,608,59.49,409,40.02
"Томск, Советская",30,2174,910,910,12,42.00,583,64.07,315,34.62
"Томск, Советская",31,2308,997,994,3,43.00,589,59.26,402,40.44
"Томск, Советская",32,2207,889,889,7,40.00,540,60.74,342,38.47
"Томск, Советская",33,2482,1090,1090,8,44.00,651,59.72,431,39.54
"Томск, Советская",34,2630,993,993,6,38.00,577,58.11,410,41.29
"Томск, Советская",35,1583,517,517,6,33.00,334,64.6,177,34.24
"Томск, Советская",36,1544,717,716,5,46.00,452,63.13,259,36.17
"Томск, Советская",37,2429,1051,1051,11,43.00,580,55.19,460,43.77
"Томск, Советская",38,2200,779,778,8,35.00,458,58.87,312,40.1
"Томск, Советская",39,1975,1233,1233,10,62.00,695,56.37,528,42.82
"Томск, Советская",40,2269,784,784,11,35.00,475,60.59,298,38.01
"Томск, Советская",211,1445,578,578,15,40.00,305,52.77,258,44.64
Томская,638,425,172,172,0,40.00,124,72.09,48,27.91
Томская,639,124,71,71,0,57.00,63,88.73,8,11.27
Томская,640,159,86,86,1,54.00,74,86.05,11,12.79
Томская,641,1521,650,650,4,43.00,347,53.38,299,46
Томская,642,991,463,463,6,47.00,327,70.63,130,28.08
Томская,643,41,34,34,0,83.00,27,79.41,7,20.59
Томская,644,157,79,79,0,50.00,52,65.82,27,34.18
Томская,645,434,194,194,2,45.00,138,71.13,54,27.84
Томская,646,1251,425,425,6,34.00,304,71.53,115,27.06
Томская,647,993,351,351,6,35.00,262,74.64,83,23.65
Томская,648,1232,527,527,3,43.00,370,70.21,154,29.22
Томская,649,385,214,214,1,56.00,160,74.77,53,24.77
Томская,650,470,247,247,2,53.00,192,77.73,53,21.46
Томская,651,398,258,258,5,65.00,180,69.77,73,28.29
Томская,652,498,257,257,1,52.00,195,75.88,61,23.74
Томская,653,275,149,149,1,54.00,115,77.18,33,22.15
Томская,654,630,342,342,5,54.00,201,58.77,136,39.77
Томская,655,1683,767,767,10,46.00,443,57.76,314,40.94
Томская,656,1389,684,684,2,49.00,479,70.03,203,29.68
Томская,657,457,193,193,0,42.00,135,69.95,58,30.05
Томская,658,2195,793,793,5,36.00,403,50.82,385,48.55
Томская,659,467,193,192,0,41.00,144,75,48,25
Томская,660,1276,576,576,7,45.00,399,69.27,170,29.51
Томская,661,2196,659,659,8,30.00,463,70.26,188,28.53
Томская,662,325,136,136,0,42.00,96,70.59,40,29.41
Томская,663,953,324,324,2,34.00,233,71.91,89,27.47
Томская,664,2638,1121,1120,7,42.00,711,63.48,402,35.89
Томская,665,1843,622,622,2,34.00,366,58.84,254,40.84
Томская,666,495,212,212,3,43.00,137,64.62,72,33.96
Томская,667,533,250,250,1,47.00,170,68,79,31.6
Томская,668,768,335,335,0,44.00,268,80,67,20
Томская,669,217,130,130,0,60.00,85,65.38,45,34.62
Томская,670,1543,684,684,4,44.00,519,75.88,161,23.54
Томская,671,415,202,202,3,49.00,137,67.82,62,30.69
Томская,672,330,164,164,0,50.00,113,68.9,51,31.1
Томская,673,735,350,350,0,48.00,259,74,91,26
Томская,674,918,422,422,5,46.00,330,78.2,87,20.62
Томская,675,706,282,282,1,40.00,217,76.95,64,22.7
Томская,676,469,196,196,1,42.00,141,71.94,54,27.55
Томская,677,514,238,238,4,46.00,190,79.83,44,18.49
Томская,678,1459,455,455,12,31.00,329,72.31,114,25.05
Томская,679,1217,571,571,7,47.00,430,75.31,134,23.47
Томская,680,1873,629,629,9,34.00,449,71.38,171,27.19
Томская,681,1568,678,678,11,43.00,458,67.55,209,30.83
Томская,682,98,50,50,0,51.00,47,94,3,6
Томская,683,221,106,106,1,48.00,75,70.75,30,28.3
Томская,684,1074,350,350,2,33.00,248,70.86,100,28.57
Томская,685,1695,553,553,3,33.00,329,59.49,221,39.96
Томская,686,905,359,359,4,40.00,236,65.74,119,33.15
Томская,687,495,190,190,0,38.00,131,68.95,59,31.05
Томская,688,778,280,279,2,36.00,211,75.63,66,23.66
Томская,689,169,93,93,0,55.00,71,76.34,22,23.66
Томская,690,503,297,297,1,59.00,226,76.09,70,23.57
Томская,691,262,156,156,0,60.00,122,78.21,34,21.79
Томская,692,224,102,102,3,46.00,78,76.47,21,20.59
Томская,693,155,76,76,0,49.00,64,84.21,12,15.79
Томская,694,150,91,91,0,61.00,71,78.02,20,21.98
Томская,695,308,156,156,0,51.00,106,67.95,50,32.05
Томская,696,353,184,184,3,52.00,151,82.07,30,16.3
Томская,697,450,152,152,4,34.00,110,72.37,38,25
Томская,698,127,71,71,0,56.00,55,77.46,16,22.54
Томская,699,619,377,377,0,61.00,286,75.86,91,24.14
Томская,700,112,58,58,0,52.00,38,65.52,20,34.48
Томская,701,970,444,444,11,46.00,280,63.06,153,34.46
Томская,702,628,242,242,3,39.00,158,65.29,81,33.47
Томская,703,2666,1246,1244,13,47.00,830,66.72,401,32.23
Томская,704,1890,837,837,7,44.00,548,65.47,282,33.69
Томская,705,943,438,438,4,46.00,308,70.32,126,28.77
Томская,706,1119,472,472,2,42.00,334,70.76,136,28.81
Томская,707,865,331,331,1,38.00,252,76.13,78,23.56
Томская,708,1155,514,514,12,45.00,332,64.59,170,33.07
Томская,709,131,44,44,0,34.00,29,65.91,15,34.09
Томская,710,303,108,108,0,36.00,81,75,27,25
Томская,711,1463,579,579,3,40.00,382,65.98,194,33.51
Томская,712,805,332,332,9,41.00,227,68.37,96,28.92
Томская,713,492,212,212,2,43.00,166,78.3,44,20.75
Томская,714,450,191,191,1,42.00,147,76.96,43,22.51
Томская,715,382,193,193,3,51.00,117,60.62,73,37.82
Томская,716,177,113,113,0,64.00,101,89.38,12,10.62
Томская,717,2198,985,985,8,45.00,410,41.62,567,57.56
Чаинская,718,176,83,83,0,47.00,71,85.54,12,14.46
Чаинская,719,395,152,152,1,38.00,132,86.84,19,12.5
Чаинская,720,86,61,61,1,71.00,54,88.52,6,9.84
Чаинская,721,238,109,109,1,46.00,67,61.47,41,37.61
Чаинская,722,470,241,241,2,51.00,190,78.84,49,20.33
Чаинская,723,339,150,150,4,44.00,100,66.67,46,30.67
Чаинская,724,464,235,235,1,51.00,169,71.91,65,27.66
Чаинская,725,372,186,186,1,50.00,150,80.65,35,18.82
Чаинская,726,270,190,190,1,70.00,145,76.32,44,23.16
Чаинская,727,414,226,226,4,55.00,176,77.88,46,20.35
Чаинская,728,552,330,330,1,60.00,219,66.36,110,33.33
Чаинская,729,251,122,122,1,49.00,106,86.89,15,12.3
Чаинская,730,219,119,119,1,54.00,99,83.19,19,15.97
Чаинская,731,128,74,74,1,58.00,55,74.32,18,24.32
Чаинская,732,95,64,64,0,67.00,40,62.5,24,37.5
Чаинская,733,149,76,76,1,51.00,54,71.05,21,27.63
Чаинская,734,181,75,75,1,41.00,60,80,14,18.67
Чаинская,735,154,65,65,1,42.00,45,69.23,19,29.23
Чаинская,736,256,106,106,1,41.00,77,72.64,28,26.42
Чаинская,737,70,36,36,0,51.00,25,69.44,11,30.56
Чаинская,738,158,73,73,0,46.00,49,67.12,24,32.88
Чаинская,739,720,357,357,11,50.00,215,60.22,131,36.69
Чаинская,740,500,276,276,2,55.00,186,67.39,88,31.88
Чаинская,741,537,244,244,1,45.00,156,63.93,87,35.66
Чаинская,742,555,261,261,3,47.00,176,67.43,82,31.42
Чаинская,743,783,433,433,1,55.00,265,61.2,167,38.57
Чаинская,744,593,306,306,8,52.00,180,58.82,118,38.56
Шегарская,745,417,256,256,2,61.00,184,71.88,70,27.34
Шегарская,746,195,136,136,0,70.00,119,87.5,17,12.5
Шегарская,747,351,228,228,4,65.00,159,69.74,65,28.51
Шегарская,748,115,114,114,2,99.00,99,86.84,13,11.4
Шегарская,749,450,296,296,0,66.00,233,78.72,63,21.28
Шегарская,750,161,105,105,0,65.00,87,82.86,18,17.14
Шегарская,751,866,520,520,12,60.00,402,77.31,106,20.38
Шегарская,752,420,302,302,1,72.00,227,75.17,74,24.5
Шегарская,753,125,100,100,1,80.00,69,69,30,30
Шегарская,754,525,343,343,1,65.00,275,80.17,67,19.53
Шегарская,755,230,125,125,0,54.00,101,80.8,24,19.2
Шегарская,756,600,300,300,0,50.00,224,74.67,76,25.33
Шегарская,757,893,664,664,8,74.00,552,83.13,104,15.66
Шегарская,758,464,291,291,1,63.00,235,80.76,55,18.9
Шегарская,759,399,177,177,1,44.00,137,77.4,39,22.03
Шегарская,760,267,150,150,0,56.00,118,78.67,32,21.33
Шегарская,761,474,227,227,7,48.00,177,77.97,43,18.94
Шегарская,762,297,171,171,2,58.00,131,76.61,38,22.22
Шегарская,763,591,306,306,1,52.00,214,69.93,91,29.74
Шегарская,764,753,358,358,9,48.00,239,66.76,110,30.73
Шегарская,765,796,385,383,6,48.00,269,70.23,108,28.2
Шегарская,766,807,475,473,3,59.00,353,74.63,117,24.74
Шегарская,767,614,300,300,2,49.00,216,72,82,27.33
Шегарская,768,959,340,340,1,35.00,226,66.47,113,33.24
Шегарская,769,632,340,340,8,54.00,230,67.65,102,30
Шегарская,770,737,354,354,5,48.00,240,67.8,109,30.79
Шегарская,771,573,246,246,3,43.00,167,67.89,76,30.89
Шегарская,772,570,253,253,2,44.00,190,75.1,61,24.11
