territory,ec_number,participants_number,given_bulletins_number,returned_bulletins_number,invalid_bulletins_number,turnout,yes_votes_total,yes_votes_percentage,no_votes_total,no_votes_percentage
Северская городская,241,2695,1453,1453,19,53.914656771800,899,61.87,535,36.82
Северская городская,242,2150,1070,1070,17,49.767441860465,665,62.15,388,36.26
Северская городская,243,2141,1194,1193,11,55.768332554881,724,60.69,458,38.39
Северская городская,244,2192,1105,1099,19,50.410583941606,725,65.97,355,32.3
Северская городская,245,2164,1153,1153,12,53.280961182994,722,62.62,419,36.34
Северская городская,246,1771,896,896,11,50.592885375494,504,56.25,381,42.52
Северская городская,247,2965,1874,1873,27,63.204047217538,1060,56.59,786,41.96
Северская городская,248,2608,1497,1496,14,57.400306748466,915,61.16,567,37.9
Северская городская,249,221,192,192,1,86.877828054299,122,63.54,69,35.94
Северская городская,250,2276,1165,1165,16,51.186291739895,682,58.54,467,40.09
Северская городская,251,2672,1401,1401,18,52.432634730539,863,61.6,520,37.12
Северская городская,252,772,431,431,7,55.829015544041,259,60.09,165,38.28
Северская городская,253,2334,1070,1070,21,45.844044558698,689,64.39,360,33.64
Северская городская,254,2103,1004,1004,16,47.741321921065,598,59.56,390,38.84
Северская городская,255,509,315,315,0,61.886051080550,236,74.92,79,25.08
Северская городская,256,739,364,364,9,49.255751014885,223,61.26,132,36.26
Северская городская,257,1241,613,613,7,49.395648670427,373,60.85,233,38.01
Cтрежевская городская,358,2412,951,951,6,39.427860696517,600,63.09,345,36.28
Cтрежевская городская,359,2149,785,785,15,36.528617961843,460,58.6,310,39.49
Cтрежевская городская,360,2519,1049,1048,9,41.643509329099,623,59.45,416,39.69
Cтрежевская городская,361,2588,1186,1186,12,45.826893353941,723,60.96,451,38.03
Cтрежевская городская,362,2471,1109,1109,3,44.880615135573,672,60.6,434,39.13
Cтрежевская городская,363,2374,934,934,7,39.342881213142,523,55.99,404,43.25
Cтрежевская городская,364,2387,1005,1005,7,42.103058232090,600,59.7,398,39.6
Cтрежевская городская,365,2504,1180,1180,17,47.124600638978,731,61.95,432,36.61
Cтрежевская городская,366,2691,1046,1046,15,38.870308435526,625,59.75,406,38.81
Cтрежевская городская,367,2216,838,838,8,37.815884476534,537,64.08,293,34.96
Cтрежевская городская,368,2349,911,911,5,38.782460621541,564,61.91,342,37.54
Cтрежевская городская,369,2600,1175,1175,14,45.192307692308,722,61.45,439,37.36
Тегульдетская,623,45,25,25,2,55.555555555556,16,64,7,28
Тегульдетская,624,36,30,30,0,83.333333333333,29,96.67,1,3.33
Тегульдетская,625,43,27,27,0,62.790697674419,26,96.3,1,3.7
Тегульдетская,626,120,71,71,1,59.166666666667,52,73.24,18,25.35
Тегульдетская,627,48,23,23,0,47.916666666667,21,91.3,2,8.7
Тегульдетская,628,398,208,208,5,52.261306532663,134,64.42,69,33.17
Тегульдетская,629,337,175,175,0,51.928783382789,116,66.29,59,33.71
Тегульдетская,630,413,189,189,2,45.762711864407,145,76.72,42,22.22
Тегульдетская,631,1243,582,582,9,46.822204344328,393,67.53,180,30.93
Тегульдетская,632,1065,581,581,7,54.553990610329,421,72.46,153,26.33
Тегульдетская,633,625,405,405,9,64.800000000000,298,73.58,98,24.2
Тегульдетская,634,176,107,107,4,60.795454545455,88,82.24,15,14.02
Тегульдетская,635,313,198,198,1,63.258785942492,179,90.4,18,9.09
Тегульдетская,636,73,38,38,0,52.054794520548,25,65.79,13,34.21
Тегульдетская,637,402,194,194,7,48.258706467662,149,76.8,38,19.59
"Томск, Кировская",41,284,137,137,0,48.239436619718,70,51.09,67,48.91
"Томск, Кировская",42,1307,630,630,5,48.201989288447,345,54.76,280,44.44
"Томск, Кировская",43,1537,767,767,3,49.902407286923,459,59.84,305,39.77
"Томск, Кировская",44,282,235,235,3,83.333333333333,95,40.43,137,58.3
"Томск, Кировская",45,1494,633,633,5,42.369477911647,359,56.71,269,42.5
"Томск, Кировская",46,2159,1001,1001,14,46.364057433997,627,62.64,360,35.96
"Томск, Кировская",47,1227,562,562,3,45.802770986145,335,59.61,224,39.86
"Томск, Кировская",48,2047,737,737,3,36.003908158280,432,58.62,302,40.98
"Томск, Кировская",49,1596,605,605,3,37.907268170426,344,56.86,258,42.64
"Томск, Кировская",50,1270,563,563,2,44.330708661417,340,60.39,221,39.25
"Томск, Кировская",51,1951,794,794,8,40.697078421322,470,59.19,316,39.8
"Томск, Кировская",52,1410,561,561,15,39.787234042553,374,66.67,172,30.66
"Томск, Кировская",53,1327,494,494,3,37.226827430294,262,53.04,229,46.36
"Томск, Кировская",54,653,332,332,2,50.842266462481,203,61.14,127,38.25
"Томск, Кировская",55,1457,520,520,3,35.689773507207,363,69.81,154,29.62
"Томск, Кировская",56,1441,606,606,6,42.054129077030,386,63.7,214,35.31
"Томск, Кировская",57,1050,477,477,2,45.428571428571,278,58.28,197,41.3
"Томск, Кировская",58,752,478,478,8,63.563829787234,268,56.07,202,42.26
"Томск, Кировская",59,1043,585,585,6,56.088207094919,304,51.97,275,47.01
"Томск, Кировская",60,753,263,263,4,34.926958831341,169,64.26,90,34.22
"Томск, Кировская",61,1294,580,580,8,44.822256568779,369,63.62,203,35
"Томск, Кировская",62,1682,762,762,5,45.303210463734,450,59.06,307,40.29
"Томск, Кировская",63,640,232,232,4,36.250000000000,176,75.86,52,22.41
"Томск, Кировская",64,364,150,150,3,41.208791208791,97,64.67,50,33.33
"Томск, Кировская",65,1633,631,631,1,38.640538885487,416,65.93,214,33.91
"Томск, Кировская",66,1410,458,457,4,32.482269503546,304,66.52,149,32.6
"Томск, Кировская",67,2301,834,834,12,36.245110821382,542,64.99,280,33.57
"Томск, Кировская",68,319,129,129,1,40.438871473354,75,58.14,53,41.09
"Томск, Кировская",69,2378,1103,1103,19,46.383515559294,655,59.38,429,38.89
"Томск, Кировская",70,2379,783,783,8,32.912988650694,483,61.69,292,37.29
"Томск, Кировская",71,2305,744,744,8,32.277657266811,448,60.22,288,38.71
"Томск, Кировская",72,2438,748,748,10,30.680885972108,445,59.49,293,39.17
"Томск, Кировская",73,239,182,182,3,76.150627615063,118,64.84,61,33.52
"Томск, Кировская",74,2135,795,795,4,37.236533957845,503,63.27,288,36.23
"Томск, Кировская",75,2044,947,943,6,46.330724070450,579,61.4,358,37.96
"Томск, Кировская",76,1063,448,448,5,42.144873000941,261,58.26,182,40.63
"Томск, Кировская",77,2145,1047,1047,9,48.811188811189,663,63.32,375,35.82
"Томск, Кировская",78,1921,806,806,11,41.957313899011,495,61.41,300,37.22
"Томск, Кировская",79,1419,557,557,5,39.252995066949,339,60.86,213,38.24
"Томск, Кировская",80,1453,598,598,6,41.156228492774,376,62.88,216,36.12
"Томск, Кировская",81,661,268,268,1,40.544629349471,186,69.4,81,30.22
"Томск, Кировская",82,1286,653,653,2,50.777604976672,389,59.57,262,40.12
"Томск, Кировская",83,1887,786,785,5,41.653418124006,483,61.53,297,37.83
"Томск, Кировская",84,1029,414,414,2,40.233236151603,311,75.12,101,24.4
"Томск, Кировская",85,1920,1172,1171,9,61.041666666667,670,57.22,492,42.02
"Томск, Кировская",86,1548,730,730,8,47.157622739018,445,60.96,277,37.95
"Томск, Кировская",87,1219,457,457,2,37.489745693191,299,65.43,156,34.14
"Томск, Кировская",88,863,456,456,5,52.838933951333,256,56.14,195,42.76
"Томск, Кировская",89,1409,674,674,7,47.835344215756,400,59.35,267,39.61
"Томск, Кировская",90,2219,1052,1051,12,47.408742676881,599,56.99,440,41.86
"Томск, Кировская",91,1193,476,476,6,39.899413243923,328,68.91,142,29.83
"Томск, Кировская",92,1085,439,439,6,40.460829493088,316,71.98,117,26.65
"Томск, Кировская",93,2004,824,823,10,41.117764471058,492,59.78,321,39
"Томск, Кировская",94,256,218,218,0,85.156250000000,65,29.82,153,70.18
"Томск, Кировская",95,1871,608,608,13,32.495991448423,392,64.47,203,33.39
"Томск, Кировская",96,1359,732,732,12,53.863134657837,389,53.14,331,45.22
"Томск, Кировская",212,1723,668,668,4,38.769587928033,343,51.35,321,48.05
"Томск, Ленинская",168,2139,769,769,5,35.951379149135,539,70.09,225,29.26
"Томск, Ленинская",169,1675,727,716,6,43.402985074627,473,66.06,237,33.1
"Томск, Ленинская",170,2333,870,870,14,37.291041577368,560,64.37,296,34.02
"Томск, Ленинская",171,2232,891,890,4,39.919354838710,577,64.83,309,34.72
"Томск, Ленинская",172,1540,616,616,4,40.000000000000,362,58.77,250,40.58
"Томск, Ленинская",173,1473,581,581,4,39.443312966735,402,69.19,175,30.12
"Томск, Ленинская",174,2501,1053,1050,11,42.103158736505,652,62.1,387,36.86
"Томск, Ленинская",175,1892,880,880,11,46.511627906977,553,62.84,316,35.91
"Томск, Ленинская",176,2110,881,880,13,41.753554502370,566,64.32,301,34.2
"Томск, Ленинская",177,2146,828,828,8,38.583410997204,541,65.34,279,33.7
"Томск, Ленинская",178,1797,691,691,5,38.452977184196,470,68.02,216,31.26
"Томск, Ленинская",179,1465,669,668,3,45.665529010239,416,62.28,249,37.28
"Томск, Ленинская",180,1768,732,730,5,41.402714932127,480,65.75,245,33.56
"Томск, Ленинская",181,1737,615,615,11,35.405872193437,387,62.93,217,35.28
"Томск, Ленинская",182,2320,913,913,15,39.353448275862,586,64.18,312,34.17
"Томск, Ленинская",183,1641,617,617,7,37.599024984765,445,72.12,165,26.74
"Томск, Ленинская",184,1094,432,432,4,39.488117001828,232,53.7,196,45.37
"Томск, Ленинская",185,1711,657,657,8,38.398597311514,433,65.91,216,32.88
"Томск, Ленинская",186,1753,669,669,5,38.163148887621,426,63.68,238,35.58
"Томск, Ленинская",187,1258,505,505,2,40.143084260731,306,60.59,197,39.01
"Томск, Ленинская",188,1383,420,420,5,30.368763557484,256,60.95,159,37.86
"Томск, Ленинская",189,2385,755,755,10,31.656184486373,513,67.95,232,30.73
"Томск, Ленинская",190,1807,394,394,5,21.804095185390,243,61.68,146,37.06
"Томск, Ленинская",191,1316,386,386,5,29.331306990881,249,64.51,132,34.2
"Томск, Ленинская",192,2801,717,717,6,25.598000714031,440,61.37,271,37.8
"Томск, Ленинская",193,2509,647,647,6,25.787166201674,416,64.3,225,34.78
"Томск, Ленинская",194,1989,623,623,11,31.322272498743,388,62.28,224,35.96
"Томск, Ленинская",195,2381,779,779,7,32.717345653087,470,60.33,302,38.77
"Томск, Ленинская",196,2102,702,702,3,33.396764985728,470,66.95,229,32.62
"Томск, Ленинская",197,1796,520,520,4,28.953229398664,318,61.15,198,38.08
"Томск, Ленинская",198,1548,515,514,5,33.268733850129,349,67.9,160,31.13
"Томск, Ленинская",199,1622,568,568,4,35.018495684340,390,68.66,174,30.63
"Томск, Ленинская",200,2009,731,731,8,36.386261821802,480,65.66,243,33.24
"Томск, Ленинская",201,1715,745,745,2,43.440233236152,375,50.34,368,49.4
"Томск, Ленинская",202,1799,696,696,8,38.688160088938,386,55.46,302,43.39
"Томск, Ленинская",203,1507,475,475,4,31.519575315196,294,61.89,177,37.26
"Томск, Ленинская",204,2098,909,909,9,43.326978074357,513,56.44,387,42.57
"Томск, Ленинская",205,2171,839,839,16,38.645785352372,599,71.39,224,26.7
"Томск, Ленинская",206,2305,764,764,12,33.145336225597,498,65.18,254,33.25
"Томск, Ленинская",207,1586,501,501,3,31.588902900378,297,59.28,201,40.12
"Томск, Ленинская",208,2596,701,701,14,27.003081664099,437,62.34,250,35.66
"Томск, Ленинская",209,2961,1486,1486,20,50.185748058088,879,59.15,587,39.5
"Томск, Ленинская",210,1475,569,566,6,38.576271186441,312,55.12,248,43.82
"Томск, Ленинская",570,1722,700,700,5,40.650406504065,366,52.29,329,47
"Томск, Октябрьская",97,1404,548,548,2,39.031339031339,357,65.15,189,34.49
"Томск, Октябрьская",98,2224,890,890,4,40.017985611511,529,59.44,357,40.11
"Томск, Октябрьская",99,2333,825,825,7,35.362194599228,416,50.42,402,48.73
"Томск, Октябрьская",100,1663,724,724,4,43.535778713169,456,62.98,264,36.46
"Томск, Октябрьская",101,1849,659,659,3,35.640886965928,407,61.76,249,37.78
"Томск, Октябрьская",102,2511,780,780,12,31.063321385902,502,64.36,266,34.1
"Томск, Октябрьская",103,1149,377,377,3,32.811140121845,250,66.31,124,32.89
"Томск, Октябрьская",104,558,212,212,4,37.992831541219,141,66.51,67,31.6
"Томск, Октябрьская",105,2356,814,814,7,34.550084889643,549,67.44,258,31.7
"Томск, Октябрьская",106,2569,1035,1035,11,40.288049824835,676,65.31,348,33.62
"Томск, Октябрьская",107,1673,660,660,1,39.450089659295,438,66.36,221,33.48
"Томск, Октябрьская",108,1680,654,654,3,38.928571428571,443,67.74,208,31.8
"Томск, Октябрьская",109,1700,583,582,5,34.294117647059,363,62.37,214,36.77
"Томск, Октябрьская",110,1859,840,839,11,45.185583647122,519,61.86,309,36.83
"Томск, Октябрьская",111,1828,738,738,7,40.371991247265,467,63.28,264,35.77
"Томск, Октябрьская",112,2056,770,769,3,37.451361867704,501,65.15,265,34.46
"Томск, Октябрьская",113,1832,759,759,6,41.430131004367,457,60.21,296,38.99
"Томск, Октябрьская",114,1101,494,494,7,44.868301544051,282,57.09,205,41.5
"Томск, Октябрьская",115,1954,1017,1017,11,52.047082906858,609,59.88,397,39.04
"Томск, Октябрьская",116,1681,628,628,5,37.358715050565,423,67.36,200,31.85
"Томск, Октябрьская",117,1562,570,570,11,36.491677336748,368,64.56,191,33.51
"Томск, Октябрьская",118,2023,717,716,10,35.442412259021,503,70.25,203,28.35
"Томск, Октябрьская",119,2122,864,863,10,40.716305372290,588,68.13,265,30.71
"Томск, Октябрьская",120,2173,827,827,8,38.057984353428,583,70.5,236,28.54
"Томск, Октябрьская",121,1950,717,717,20,36.769230769231,519,72.38,178,24.83
"Томск, Октябрьская",122,2246,895,895,18,39.848619768477,552,61.68,325,36.31
"Томск, Октябрьская",123,1539,583,583,1,37.881741390513,414,71.01,168,28.82
"Томск, Октябрьская",124,1852,681,681,13,36.771058315335,453,66.52,215,31.57
"Томск, Октябрьская",125,1847,806,806,4,43.638332430969,521,64.64,281,34.86
"Томск, Октябрьская",126,1869,715,715,14,38.255751738898,489,68.39,212,29.65
"Томск, Октябрьская",127,1815,772,772,5,42.534435261708,501,64.9,266,34.46
"Томск, Октябрьская",128,1755,679,678,6,38.689458689459,409,60.32,263,38.79
"Томск, Октябрьская",129,1434,503,503,4,35.076708507671,347,68.99,152,30.22
"Томск, Октябрьская",130,1299,430,429,4,33.102386451116,269,62.7,156,36.36
"Томск, Октябрьская",131,2062,907,907,12,43.986420950533,546,60.2,349,38.48
"Томск, Октябрьская",132,2466,946,946,7,38.361719383617,523,55.29,416,43.97
"Томск, Октябрьская",133,2313,723,723,12,31.258106355383,506,69.99,205,28.35
"Томск, Октябрьская",134,2279,691,691,8,30.320315928039,466,67.44,217,31.4
"Томск, Октябрьская",135,2313,628,628,12,27.150886294855,425,67.68,191,30.41
"Томск, Октябрьская",136,1324,378,377,3,28.549848942598,251,66.58,123,32.63
"Томск, Октябрьская",137,2289,904,904,6,39.493228484054,535,59.18,363,40.15
"Томск, Октябрьская",138,2089,883,883,10,42.269028243179,571,64.67,302,34.2
"Томск, Октябрьская",139,1364,570,570,2,41.788856304985,378,66.32,190,33.33
"Томск, Октябрьская",140,2312,876,876,4,37.889273356401,479,54.68,393,44.86
"Томск, Октябрьская",141,1991,706,706,19,35.459568056253,481,68.13,206,29.18
"Томск, Октябрьская",142,514,339,339,3,65.953307392996,261,76.99,75,22.12
"Томск, Октябрьская",143,1766,721,719,7,40.826727066818,479,66.62,233,32.41
"Томск, Октябрьская",144,1129,1124,1120,38,99.557130203720,757,67.59,325,29.02
"Томск, Октябрьская",145,1734,540,540,6,31.141868512111,349,64.63,185,34.26
"Томск, Октябрьская",146,1201,481,481,3,40.049958368027,276,57.38,202,41.99
"Томск, Октябрьская",147,1633,632,632,8,38.701775872627,450,71.2,174,27.53
"Томск, Октябрьская",148,1754,617,615,3,35.176738882554,423,68.78,189,30.73
"Томск, Октябрьская",149,2203,959,959,10,43.531547889242,593,61.84,356,37.12
"Томск, Октябрьская",150,2569,1147,1147,21,44.647722849358,647,56.41,479,41.76
"Томск, Октябрьская",151,2177,852,852,0,39.136426274690,445,52.23,407,47.77
"Томск, Октябрьская",152,1635,647,646,6,39.571865443425,421,65.17,219,33.9
"Томск, Октябрьская",153,2250,898,898,5,39.911111111111,515,57.35,378,42.09
"Томск, Октябрьская",154,1711,615,615,3,35.943892460549,412,66.99,200,32.52
"Томск, Октябрьская",155,1758,742,742,9,42.207053469852,506,68.19,227,30.59
"Томск, Октябрьская",156,1639,534,532,2,32.580841976815,311,58.46,219,41.17
"Томск, Октябрьская",157,2387,770,770,9,32.258064516129,498,64.68,263,34.16
"Томск, Октябрьская",158,2533,1036,1036,6,40.900118436636,598,57.72,432,41.7
"Томск, Октябрьская",159,1654,754,751,10,45.586457073761,443,58.99,298,39.68
"Томск, Октябрьская",160,2416,756,755,5,31.291390728477,451,59.74,299,39.6
"Томск, Октябрьская",161,2514,835,834,10,33.214001591090,506,60.67,318,38.13
"Томск, Октябрьская",162,2071,498,498,7,24.046354418155,299,60.04,192,38.55
"Томск, Октябрьская",163,1186,622,622,6,52.445193929174,375,60.29,241,38.75
"Томск, Октябрьская",164,2433,889,889,5,36.539251952322,540,60.74,344,38.7
"Томск, Октябрьская",165,1999,646,646,2,32.316158079040,391,60.53,253,39.16
"Томск, Октябрьская",166,1888,692,692,2,36.652542372881,385,55.64,305,44.08
"Томск, Советская",1,2309,1195,1194,8,51.754006063231,657,55.03,529,44.3
"Томск, Советская",2,2373,1088,1088,6,45.849136114623,578,53.13,504,46.32
"Томск, Советская",3,1557,736,735,8,47.270391779062,482,65.58,245,33.33
"Томск, Советская",4,2017,922,922,7,45.711452652454,603,65.4,312,33.84
"Томск, Советская",5,1784,734,734,10,41.143497757848,481,65.53,243,33.11
"Томск, Советская",6,1345,434,434,4,32.267657992565,266,61.29,164,37.79
"Томск, Советская",7,1962,797,797,17,40.621814475025,528,66.25,252,31.62
"Томск, Советская",8,1929,616,616,9,31.933644375324,394,63.96,213,34.58
"Томск, Советская",9,1908,739,739,7,38.731656184486,438,59.27,294,39.78
"Томск, Советская",10,2001,779,779,12,38.930534732634,481,61.75,286,36.71
"Томск, Советская",11,1859,744,744,4,40.021516944594,486,65.32,254,34.14
"Томск, Советская",12,2134,875,874,9,41.002811621368,505,57.78,360,41.19
"Томск, Советская",13,1996,740,740,9,37.074148296593,476,64.32,255,34.46
"Томск, Советская",14,2650,1025,1025,5,38.679245283019,595,58.05,425,41.46
"Томск, Советская",15,2074,957,956,16,46.142719382835,606,63.39,334,34.94
"Томск, Советская",16,1373,507,507,4,36.926438455936,293,57.79,210,41.42
"Томск, Советская",17,2388,972,970,8,40.703517587940,515,53.09,447,46.08
"Томск, Советская",18,2603,1037,1036,8,39.838647714176,639,61.68,389,37.55
"Томск, Советская",19,1510,629,629,1,41.655629139073,324,51.51,304,48.33
"Томск, Советская",20,1506,642,641,6,42.629482071713,385,60.06,250,39
"Томск, Советская",21,1907,850,850,12,44.572627163083,506,59.53,332,39.06
"Томск, Советская",22,2083,871,871,9,41.814690350456,588,67.51,274,31.46
"Томск, Советская",23,329,240,240,1,72.948328267477,126,52.5,113,47.08
"Томск, Советская",24,1925,688,688,4,35.740259740260,439,63.81,245,35.61
"Томск, Советская",25,1016,472,472,4,46.456692913386,277,58.69,191,40.47
"Томск, Советская",26,1344,562,562,4,41.815476190476,345,61.39,213,37.9
"Томск, Советская",27,2575,1104,1104,15,42.873786407767,673,60.96,416,37.68
"Томск, Советская",28,1630,861,861,5,52.822085889571,527,61.21,329,38.21
"Томск, Советская",29,2147,1022,1022,5,47.601304145319,608,59.49,409,40.02
"Томск, Советская",30,2174,910,910,12,41.858325666973,583,64.07,315,34.62
"Томск, Советская",31,2308,997,994,3,43.197573656846,589,59.26,402,40.44
"Томск, Советская",32,2207,889,889,7,40.280924331672,540,60.74,342,38.47
"Томск, Советская",33,2482,1090,1090,8,43.916196615633,651,59.72,431,39.54
"Томск, Советская",34,2630,993,993,6,37.756653992395,577,58.11,410,41.29
"Томск, Советская",35,1583,517,517,6,32.659507264687,334,64.6,177,34.24
"Томск, Советская",36,1544,717,716,5,46.437823834197,452,63.13,259,36.17
"Томск, Советская",37,2429,1051,1051,11,43.268834911486,580,55.19,460,43.77
"Томск, Советская",38,2200,779,778,8,35.409090909091,458,58.87,312,40.1
"Томск, Советская",39,1975,1233,1233,10,62.430379746835,695,56.37,528,42.82
"Томск, Советская",40,2269,784,784,11,34.552666372851,475,60.59,298,38.01
"Томск, Советская",211,1445,578,578,15,40.000000000000,305,52.77,258,44.64
Томская,638,425,172,172,0,40.470588235294,124,72.09,48,27.91
Томская,639,124,71,71,0,57.258064516129,63,88.73,8,11.27
Томская,640,159,86,86,1,54.088050314465,74,86.05,11,12.79
Томская,641,1521,650,650,4,42.735042735043,347,53.38,299,46
Томская,642,991,463,463,6,46.720484359233,327,70.63,130,28.08
Томская,643,41,34,34,0,82.926829268293,27,79.41,7,20.59
Томская,644,157,79,79,0,50.318471337580,52,65.82,27,34.18
Томская,645,434,194,194,2,44.700460829493,138,71.13,54,27.84
Томская,646,1251,425,425,6,33.972821742606,304,71.53,115,27.06
Томская,647,993,351,351,6,35.347432024169,262,74.64,83,23.65
Томская,648,1232,527,527,3,42.775974025974,370,70.21,154,29.22
Томская,649,385,214,214,1,55.584415584416,160,74.77,53,24.77
Томская,650,470,247,247,2,52.553191489362,192,77.73,53,21.46
Томская,651,398,258,258,5,64.824120603015,180,69.77,73,28.29
Томская,652,498,257,257,1,51.606425702811,195,75.88,61,23.74
Томская,653,275,149,149,1,54.181818181818,115,77.18,33,22.15
Томская,654,630,342,342,5,54.285714285714,201,58.77,136,39.77
Томская,655,1683,767,767,10,45.573380867499,443,57.76,314,40.94
Томская,656,1389,684,684,2,49.244060475162,479,70.03,203,29.68
Томская,657,457,193,193,0,42.231947483589,135,69.95,58,30.05
Томская,658,2195,793,793,5,36.127562642369,403,50.82,385,48.55
Томская,659,467,193,192,0,41.327623126338,144,75,48,25
Томская,660,1276,576,576,7,45.141065830721,399,69.27,170,29.51
Томская,661,2196,659,659,8,30.009107468124,463,70.26,188,28.53
Томская,662,325,136,136,0,41.846153846154,96,70.59,40,29.41
Томская,663,953,324,324,2,33.997901364113,233,71.91,89,27.47
Томская,664,2638,1121,1120,7,42.494313874147,711,63.48,402,35.89
Томская,665,1843,622,622,2,33.749321758003,366,58.84,254,40.84
Томская,666,495,212,212,3,42.828282828283,137,64.62,72,33.96
Томская,667,533,250,250,1,46.904315196998,170,68,79,31.6
Томская,668,768,335,335,0,43.619791666667,268,80,67,20
Томская,669,217,130,130,0,59.907834101382,85,65.38,45,34.62
Томская,670,1543,684,684,4,44.329228775113,519,75.88,161,23.54
Томская,671,415,202,202,3,48.674698795181,137,67.82,62,30.69
Томская,672,330,164,164,0,49.696969696970,113,68.9,51,31.1
Томская,673,735,350,350,0,47.619047619048,259,74,91,26
Томская,674,918,422,422,5,45.969498910675,330,78.2,87,20.62
Томская,675,706,282,282,1,39.943342776204,217,76.95,64,22.7
Томская,676,469,196,196,1,41.791044776119,141,71.94,54,27.55
Томская,677,514,238,238,4,46.303501945525,190,79.83,44,18.49
Томская,678,1459,455,455,12,31.185743660041,329,72.31,114,25.05
Томская,679,1217,571,571,7,46.918652423993,430,75.31,134,23.47
Томская,680,1873,629,629,9,33.582487987186,449,71.38,171,27.19
Томская,681,1568,678,678,11,43.239795918367,458,67.55,209,30.83
Томская,682,98,50,50,0,51.020408163265,47,94,3,6
Томская,683,221,106,106,1,47.963800904977,75,70.75,30,28.3
Томская,684,1074,350,350,2,32.588454376164,248,70.86,100,28.57
Томская,685,1695,553,553,3,32.625368731563,329,59.49,221,39.96
Томская,686,905,359,359,4,39.668508287293,236,65.74,119,33.15
Томская,687,495,190,190,0,38.383838383838,131,68.95,59,31.05
Томская,688,778,280,279,2,35.989717223650,211,75.63,66,23.66
Томская,689,169,93,93,0,55.029585798817,71,76.34,22,23.66
Томская,690,503,297,297,1,59.045725646123,226,76.09,70,23.57
Томская,691,262,156,156,0,59.541984732824,122,78.21,34,21.79
Томская,692,224,102,102,3,45.535714285714,78,76.47,21,20.59
Томская,693,155,76,76,0,49.032258064516,64,84.21,12,15.79
Томская,694,150,91,91,0,60.666666666667,71,78.02,20,21.98
Томская,695,308,156,156,0,50.649350649351,106,67.95,50,32.05
Томская,696,353,184,184,3,52.124645892351,151,82.07,30,16.3
Томская,697,450,152,152,4,33.777777777778,110,72.37,38,25
Томская,698,127,71,71,0,55.905511811024,55,77.46,16,22.54
Томская,699,619,377,377,0,60.904684975767,286,75.86,91,24.14
Томская,700,112,58,58,0,51.785714285714,38,65.52,20,34.48
Томская,701,970,444,444,11,45.773195876289,280,63.06,153,34.46
Томская,702,628,242,242,3,38.535031847134,158,65.29,81,33.47
Томская,703,2666,1246,1244,13,46.736684171043,830,66.72,401,32.23
Томская,704,1890,837,837,7,44.285714285714,548,65.47,282,33.69
Томская,705,943,438,438,4,46.447507953340,308,70.32,126,28.77
Томская,706,1119,472,472,2,42.180518319929,334,70.76,136,28.81
Томская,707,865,331,331,1,38.265895953757,252,76.13,78,23.56
Томская,708,1155,514,514,12,44.502164502165,332,64.59,170,33.07
Томская,709,131,44,44,0,33.587786259542,29,65.91,15,34.09
Томская,710,303,108,108,0,35.643564356436,81,75,27,25
Томская,711,1463,579,579,3,39.576213260424,382,65.98,194,33.51
Томская,712,805,332,332,9,41.242236024845,227,68.37,96,28.92
Томская,713,492,212,212,2,43.089430894309,166,78.3,44,20.75
Томская,714,450,191,191,1,42.444444444444,147,76.96,43,22.51
Томская,715,382,193,193,3,50.523560209424,117,60.62,73,37.82
Томская,716,177,113,113,0,63.841807909605,101,89.38,12,10.62
Томская,717,2198,985,985,8,44.813466787989,410,41.62,567,57.56
Чаинская,718,176,83,83,0,47.159090909091,71,85.54,12,14.46
Чаинская,719,395,152,152,1,38.481012658228,132,86.84,19,12.5
Чаинская,720,86,61,61,1,70.930232558140,54,88.52,6,9.84
Чаинская,721,238,109,109,1,45.798319327731,67,61.47,41,37.61
Чаинская,722,470,241,241,2,51.276595744681,190,78.84,49,20.33
Чаинская,723,339,150,150,4,44.247787610619,100,66.67,46,30.67
Чаинская,724,464,235,235,1,50.646551724138,169,71.91,65,27.66
Чаинская,725,372,186,186,1,50.000000000000,150,80.65,35,18.82
Чаинская,726,270,190,190,1,70.370370370370,145,76.32,44,23.16
Чаинская,727,414,226,226,4,54.589371980676,176,77.88,46,20.35
Чаинская,728,552,330,330,1,59.782608695652,219,66.36,110,33.33
Чаинская,729,251,122,122,1,48.605577689243,106,86.89,15,12.3
Чаинская,730,219,119,119,1,54.337899543379,99,83.19,19,15.97
Чаинская,731,128,74,74,1,57.812500000000,55,74.32,18,24.32
Чаинская,732,95,64,64,0,67.368421052632,40,62.5,24,37.5
Чаинская,733,149,76,76,1,51.006711409396,54,71.05,21,27.63
Чаинская,734,181,75,75,1,41.436464088398,60,80,14,18.67
Чаинская,735,154,65,65,1,42.207792207792,45,69.23,19,29.23
Чаинская,736,256,106,106,1,41.406250000000,77,72.64,28,26.42
Чаинская,737,70,36,36,0,51.428571428571,25,69.44,11,30.56
Чаинская,738,158,73,73,0,46.202531645570,49,67.12,24,32.88
Чаинская,739,720,357,357,11,49.583333333333,215,60.22,131,36.69
Чаинская,740,500,276,276,2,55.200000000000,186,67.39,88,31.88
Чаинская,741,537,244,244,1,45.437616387337,156,63.93,87,35.66
Чаинская,742,555,261,261,3,47.027027027027,176,67.43,82,31.42
Чаинская,743,783,433,433,1,55.300127713921,265,61.2,167,38.57
Чаинская,744,593,306,306,8,51.602023608769,180,58.82,118,38.56
